,y,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
15,0,0.6574459,0.8800461,0.14658916,0.52872133,-0.007783845,0.53739095,0.3841347,0.42469102,0.2271674,0.6527387,-0.33291698,0.3492689,0.5850684,0.07956441,0.0071343184,0.40060824,-0.02333109,0.05711429,0.41521114,0.27836907,0.052982748,0.46326494,0.5762807,1.1144744,0.26889384
16,1,-0.5377642,-0.28378373,0.66487265,0.6487607,0.3937748,-0.051311776,0.9664278,0.66862607,0.5637175,-0.21371686,0.7541254,0.16807154,0.36687493,0.32585087,0.49772424,0.19677137,0.8045535,0.9244046,0.8838539,1.1611965,0.5732383,0.026359975,0.06413405,-0.20823431,0.28777206
17,2,1.3539206,0.34964547,0.7331887,0.37203395,0.6928364,0.6819094,0.26076332,0.37147456,-0.175681,0.8554517,0.5870936,0.6124089,-0.12964112,-0.13119438,0.8405827,0.8614172,0.93584394,0.4544624,-0.018173307,0.5081703,0.4044445,1.1555742,0.65648746,1.086366,1.4032068
18,2,-0.26127967,0.12731607,0.14851671,0.6815272,0.52419686,0.20357694,0.44494087,0.63146186,0.49324036,0.29063773,0.46387434,0.119636536,0.7017983,0.7744611,0.31971663,0.4990539,0.73034793,0.7914233,1.1345034,0.36799863,0.33558297,-0.046498597,-0.012724377,-0.026557999,-0.18226907
19,0,1.0192411,0.6318262,-0.101803355,0.214396,0.07112427,0.69483703,0.7885581,0.13832968,0.7081089,0.18538299,0.541044,0.4027695,1.0144174,0.5629131,1.2022185,0.74764645,0.083900124,-0.09800071,-0.12468943,0.7514052,0.88021755,0.9741285,0.17791364,0.5588267,0.88781077
20,2,0.94373596,0.8558631,0.33869296,-0.16204068,0.5112888,1.4507897,1.1768737,0.43135434,-0.19305459,0.9287352,-0.397424,0.3233043,0.75316304,0.5469581,0.5995141,1.399149,0.60669494,0.26672202,0.11238317,0.98721874,0.42804584,0.9467807,0.60400474,1.1387391,0.64911115
21,0,0.97013676,0.33220863,0.47217375,0.04294038,0.8577062,0.8753538,0.8801694,-0.15834522,0.6428799,1.0306765,0.781155,0.9273286,0.4144711,-0.03361261,1.3564227,0.7779054,-0.05032821,-0.09071982,0.001390472,-0.14408235,0.21762195,0.7201691,0.98723674,0.25607142,1.1219318
22,2,-0.542763,-0.5186133,0.50308615,0.9888729,1.0393953,-0.31502557,0.31529027,1.6425143,0.41711867,0.02260071,0.34772843,0.41181383,0.8806869,1.1118215,0.34508783,-0.14314698,0.9445714,0.80298436,1.4203439,1.2079862,0.83477545,-0.31518254,-0.042426378,-0.23907459,-0.47735563
23,0,1.1140189,0.5855502,-0.23346491,0.8924444,0.73343396,0.41161418,0.99146795,-0.23832193,0.4219855,1.3625787,0.6183638,0.24414426,0.24807683,-0.09199913,1.01654,0.57028806,0.791896,-0.35306603,0.2691242,0.33064592,0.84567094,0.3653994,1.1364892,0.8293508,0.49468297
24,0,0.60760474,0.56124663,-0.23832178,0.23503429,0.010757446,0.5731895,1.518106,0.052224696,-0.033258855,1.4799817,-0.10137981,-0.21587908,0.31921336,0.62394994,1.2165799,0.6499146,0.123182476,-0.27175146,0.14063767,0.29782897,0.47464588,0.8306243,0.9935915,0.47607014,1.199986
25,0,0.038781554,-0.11747116,0.67249703,0.9318256,0.48609662,0.72354215,0.45570728,0.61283904,0.13226199,0.26695424,0.32500222,0.44009006,0.44005072,0.6022693,-0.050787825,-0.1037218,0.78918624,0.9583632,0.77024996,0.3048132,0.8344674,0.41854417,0.37635112,0.36665025,0.22432894
26,2,-0.3249541,0.27209866,0.8288182,0.7100384,0.45416695,0.06496903,0.24153137,0.80065453,0.82831264,-0.034906626,0.9318154,-0.08218371,0.42075735,0.6329379,0.05875887,0.02766446,0.50116843,0.59049445,0.6269543,0.85122854,0.3871705,0.050572902,0.50492567,0.3306089,-0.009898603
27,0,0.39571217,1.2085497,0.77723575,-0.051366836,0.6719618,0.7875414,0.528279,-0.17142548,0.43663058,0.3112491,0.9318903,-0.11364742,-0.15516618,0.01291953,0.7018265,0.7181138,0.39470008,0.3555814,0.5869863,0.6728631,0.012320012,1.1214436,0.79440653,1.3452191,0.8899787
28,2,0.93810457,0.6143848,0.65340316,0.8501155,0.8444409,0.2883492,0.91125107,0.055611387,0.6243886,0.07969003,0.952605,0.71324664,0.16578652,0.30261886,0.051138274,0.5510098,0.2380528,0.85760593,0.5632073,0.40689516,0.53187394,0.10499267,0.3529173,0.029665772,0.12953565
29,1,0.7232277,-0.0335871,0.80379605,1.0139623,0.93282276,0.04916414,0.09317312,0.29548544,0.6833494,-0.0045256726,0.6094542,0.64289445,0.1219595,0.61316156,0.6507664,0.8266766,0.26545143,0.31935412,0.49533248,0.21838193,0.86023927,0.59006447,0.4349616,-0.028000869,0.43485326
30,3,0.13602975,0.06553757,0.19755295,0.56997156,0.02948577,0.032653496,1.0858594,0.58033824,0.6913398,0.064027324,0.26250175,0.61800355,0.6367753,0.75016636,0.11740556,0.36492914,0.84678817,0.865114,0.5093222,0.15206489,0.41825,0.062046483,0.11805247,0.3601141,0.009860363
31,0,-0.32564628,0.117052376,0.52588326,0.41798788,0.48146605,-0.1587709,0.2963883,0.36726105,0.750815,0.20572299,0.60484207,1.0735981,0.9615738,0.94372505,-0.10464704,0.48476064,0.85794103,0.8164344,1.4069936,0.746084,1.1213192,0.7032135,-0.029676378,-0.04286255,0.13069192
32,0,-0.26815084,0.09586352,0.6046918,0.9780679,0.61089826,-0.068388335,1.4014683,0.9657091,0.47720084,0.1850763,0.57804614,-0.022384927,0.302508,0.31344688,0.5399687,0.35172683,0.7117097,0.3507687,0.761011,0.5294293,0.45021513,0.4935431,0.31147584,-0.1346447,0.3754183
33,3,1.207159,0.5826838,-0.023110837,0.18677804,-0.13467497,0.63415945,0.89925194,0.17219073,0.49018958,0.56552994,0.06845531,0.9307729,0.75367033,0.11497256,1.0973375,0.47428843,0.87036455,-0.13018996,0.07640797,-0.2636462,-0.13499257,0.47163147,1.1400185,0.6951206,1.0060768
34,0,-0.2839382,-0.055297993,0.25043094,0.5915316,0.54943687,0.18161245,-1.1146911,0.43049026,0.9303858,0.11005694,0.69706,1.331401,0.21533895,0.39291275,-0.9253117,-1.440389,0.39868134,1.7726154,0.29942393,0.31092107,0.45756292,-0.3820765,0.22771525,-0.30974942,-0.06308299
35,0,0.31996492,0.513162,0.171504,0.7442213,0.17823319,0.74947983,1.0985321,0.5182463,-0.13666165,0.7544757,0.03503871,0.11237061,0.7319596,0.062101662,0.41553187,0.7542051,0.19940439,-0.19157903,0.28423387,0.68103707,0.63889897,0.9618367,0.76396906,0.111854516,0.21694982
36,2,0.6137356,0.38657832,0.85547125,0.89185417,0.7829625,0.94198716,0.43097466,0.4979015,0.13918968,0.9548457,0.17028183,0.8248576,0.27445662,0.4778254,0.63334966,0.9338102,0.22895296,0.90099055,0.7444194,0.9091584,0.34363478,0.62214464,0.91403073,0.22524536,0.49675417
37,0,0.28279585,0.88643855,0.6848008,0.6798999,0.282602,0.18580423,0.32269335,0.2964357,0.11810443,0.06202052,0.38704592,0.9713408,0.06677432,0.43828285,0.5852264,0.23500995,0.7408981,0.1848995,0.53111047,0.2673151,0.7798115,1.0960473,1.1481142,0.15451457,1.053919
38,2,0.009047031,0.3872217,0.47098395,0.7580995,0.2110066,0.36618137,0.07275026,0.50110286,0.52646327,0.5650796,0.45621192,0.8294193,1.055332,0.4125719,0.07987356,0.6704637,0.46493727,1.0211356,0.47530466,0.8585527,0.8003067,0.13432395,0.18765825,0.55138063,-0.13235481
39,0,0.52732027,0.58168536,0.40647832,0.56219,0.9120021,0.9353997,0.9374188,0.006890031,0.36425877,0.91412604,0.1579012,0.8329311,0.64666164,0.36772853,0.26261574,0.4700372,0.9934933,0.16547498,0.29831177,0.05215056,0.385067,0.17726843,0.8801481,0.6674783,0.40444446
40,2,-0.67729974,-0.44018805,0.65424275,1.3566998,0.7194935,0.098415464,0.70024943,0.7464156,0.47634202,-0.27015737,0.7697166,0.47845978,0.8767786,0.7830092,-0.030056536,-0.26365367,1.1507448,1.1313744,0.9712088,1.2285874,0.5991795,-0.1690808,-0.05908987,-0.18929556,-0.6295779
41,0,-0.0022052526,-0.16691975,0.32887602,0.73058534,0.79586375,-0.065685764,0.82027054,1.0941107,0.34372067,-0.24511679,0.45523214,0.015287634,0.49255615,0.5945028,0.640974,0.12530188,0.56827784,0.43567303,0.41575012,0.33664444,0.3642628,0.33401334,0.08090616,0.09111217,-0.13087296
42,0,0.18334079,0.31556076,0.38995862,0.75714594,0.22934823,0.8793591,0.8072884,0.72758746,0.63679814,0.67197716,-0.16729914,0.2396056,1.1388214,-0.023361288,0.8155777,0.35239738,-0.19446395,0.36354268,0.44754148,0.82569814,-0.01852411,0.5824178,1.3075236,1.0168543,0.58694184
43,0,1.1188715,1.485731,-0.15476424,-0.27245697,0.77802783,1.1806144,0.51941955,0.6212731,0.5965055,1.0697494,-0.28844082,0.8678009,0.19278622,-0.026610091,1.0028675,1.1132715,0.54142404,0.047914207,0.31237555,-0.2711375,-0.23840311,1.1600435,1.0368702,0.7465768,1.0462022
44,2,0.10232696,0.0724998,0.3515932,0.37688836,0.5310333,0.2596438,1.6611657,0.38913164,0.16827431,0.5496595,0.7598094,-0.1670908,0.367156,0.3160174,0.35145098,0.3739174,0.46574268,0.39600402,0.3248269,0.93258333,0.20769829,0.5477085,0.26713654,0.11517802,0.22111781
45,0,0.31445554,0.32867742,-0.0029996336,0.5773094,0.11959292,0.537535,0.3187305,0.5903891,0.091091186,0.38942552,0.41370577,0.61969626,0.11641057,-0.030026946,-0.08416852,-0.2520773,0.47208372,0.11008029,0.0071463734,0.20538813,0.20389569,0.603379,0.41970643,0.25453457,0.28775984
46,0,1.4113009,0.96967316,0.41743267,-0.16769579,0.05598089,0.55440927,0.5382906,0.6454955,-0.011086971,0.5810931,0.3116155,0.13785365,-0.043322355,0.10359374,0.542322,0.323639,0.2724503,0.22101134,-0.022411078,0.23015952,0.7128334,0.42681932,1.2258773,0.92693806,0.90109473
47,2,0.09846493,0.36831415,0.042244628,0.20333496,0.27569103,1.0792449,0.27944666,0.084875464,0.55633813,0.74271137,-0.16541545,0.27629167,0.7516437,0.51661813,0.4791617,0.13701452,0.2811616,0.17781384,0.6244887,0.25964794,0.17159863,0.33244085,0.6966755,0.18588954,0.20092522
48,2,1.26479,0.48445046,0.51076853,-0.04587713,0.29583597,0.5739311,1.0112817,-0.08841333,-0.23172,0.363423,0.2139687,0.5757069,0.19392362,-0.009955734,0.5369723,1.3639531,-0.26611888,0.10758248,0.3657744,-0.13768591,-0.01880315,0.5176995,0.65577966,0.6578082,0.6337365
49,2,0.51853967,0.6730598,0.31017068,0.6028597,-0.20677468,0.56855917,0.9398884,0.15419805,0.5400537,0.60827667,-0.038496435,0.3381879,0.30276445,0.08630903,0.8220335,0.70808446,0.49363124,0.49709874,0.5170997,0.5720391,0.8201177,0.6921834,0.5422901,0.8904803,0.711398
50,0,0.1714662,0.47677082,0.20494226,0.45994222,-0.08471933,0.39620516,0.6363361,0.6307118,-0.27640626,0.42332593,0.683159,0.41728878,-0.32714292,0.04029928,0.28492415,0.17619765,0.07280414,0.32143146,-0.12096826,-0.030674353,-0.13911107,0.35439184,0.5067371,0.3604805,0.61361
51,0,0.6107492,0.41582203,-0.10378677,-0.16072853,-0.39383626,1.125907,0.3257463,0.57870775,-0.4560094,0.9459251,0.21249557,0.10514301,-0.48511177,-0.50050354,0.3682156,-0.10650085,-0.23512077,-0.28026325,0.108335644,0.24864906,-0.44141987,0.6366854,1.061204,0.75341994,0.83803284
52,0,1.0532591,0.3630747,0.22981632,-0.19153777,0.64317256,1.3541332,0.65153956,0.69372106,0.4326395,0.9394387,0.2049613,-0.08107312,0.1183736,0.033974305,0.37749526,1.151343,0.9469737,0.30060476,-0.084624186,-0.19594105,0.40576103,1.3553894,0.4407075,0.45424375,0.5698787
53,1,0.688732,1.4312654,0.08713731,0.2390346,0.026250422,1.1275098,0.25448608,-0.13774002,0.60472286,1.0199696,0.023566455,0.42230392,0.0280087,0.4417342,0.46833208,0.19090895,0.906116,0.45250922,0.3379925,0.67128015,0.6120484,0.89506716,0.34921637,0.45532674,0.71080875
54,2,-0.16467053,0.1804447,0.1716151,0.57560325,0.16251934,0.18858466,1.4706509,1.3031163,0.69280636,0.45956793,0.78732276,0.031259805,0.0488581,0.41455364,0.54684204,0.2730425,0.9068943,0.42756724,0.34240243,1.3635987,0.1030626,0.122477904,0.4210412,0.14361222,0.22636123
55,2,0.47873306,1.3843483,-0.046755075,0.07229591,0.048446506,3.2810557,0.6194241,-0.05122462,-0.3147523,2.4094267,-0.22350544,-0.48372144,0.34791264,1.0317905,1.2430114,2.9644651,-0.43522313,0.36376917,-0.2778946,0.64490634,1.1650782,0.93441343,1.0695817,1.2195394,0.67287326
56,0,0.2751174,0.63960826,-0.20769875,-0.049148068,0.8361117,0.24287242,0.97370446,0.046643972,0.07579169,0.35488483,-0.22183138,0.12622797,0.073697805,0.86052144,0.94960594,0.3083545,0.7854084,-0.12879737,-0.31107023,0.5715978,0.7080599,1.013509,0.8659811,1.4392499,0.35096636
57,0,0.35636514,0.54551196,0.52156425,0.13564035,0.49766368,0.20473078,0.48211676,0.11633131,0.7253078,0.46952778,0.55103076,-0.0030266643,0.117112815,0.76177907,0.59710705,1.3265975,0.7577132,0.54453444,0.63639843,0.34199542,0.29915336,0.61563325,0.9222813,0.7469467,1.2803403
58,2,-0.2956975,0.029101446,0.46016482,0.9445122,0.698733,0.21263663,0.80353355,1.2888386,0.46103102,0.5694021,0.6627717,0.3893959,0.6421944,0.69145584,0.15153866,0.5933418,0.6429784,0.39435774,0.5405296,0.2902325,0.4096166,0.57082254,0.40951863,0.09306627,-0.034671277
59,0,0.14721689,0.2946386,0.29212186,0.60884947,0.13249026,0.771544,0.9594469,0.4629319,0.15906864,0.25130257,0.24097562,0.5474317,0.25632557,0.49405468,0.55069757,0.34549522,0.080300495,0.122666284,-0.011484429,0.106646135,0.6125275,0.3134629,0.92840326,0.9037286,0.5552035
60,2,0.68821347,1.3610623,0.5494576,-0.13936973,0.3631695,1.1263392,0.86869574,-0.16674063,0.2939036,0.39510724,-0.26388475,0.36662072,0.29190314,1.0275078,0.81736577,1.5056975,0.7218149,0.40931582,0.06901312,0.054316133,-0.3474815,0.5588441,1.2419832,0.8142822,1.2978727
61,0,0.846759,0.8997281,0.21708673,0.63348156,0.17958373,1.2506222,0.5431262,-0.10228914,0.33399037,0.71099794,0.32596883,0.70896316,0.2025992,-0.08322638,1.157131,0.39239413,0.76901984,0.32698202,0.59591585,0.412426,0.36993983,0.59297925,1.289844,0.40959257,0.5191088
62,0,0.14053336,0.21696219,-0.06868115,0.11192579,0.667285,0.31935537,0.9496174,0.2081981,0.4542967,0.56222105,0.1329929,0.5034201,1.0294713,0.48476988,1.0401433,0.36465904,0.10010323,0.44660115,0.34379715,0.8600939,0.12683049,0.4544981,0.93282765,0.81132793,0.9531464
63,2,0.16745523,0.13696179,0.16325672,0.66217756,0.31978637,0.4333502,1.2982119,1.076503,0.8537061,0.58477545,0.6328735,-0.15245217,0.2824309,0.416759,0.58631575,0.21502669,0.35538507,0.68541914,0.312231,0.68284875,-0.04603651,0.6220186,0.36719757,0.3804153,0.6154255
64,0,0.52162933,0.66110295,0.4922068,0.8757599,0.59980446,0.7373716,0.7314949,0.7679936,0.757627,1.2389245,0.04407224,0.14727375,0.064327404,-0.0035615712,0.6562599,0.3480837,-0.36530444,-0.15500826,0.5855557,-0.017154232,0.4466221,0.9250008,0.40201306,1.212942,0.45503122
65,0,1.096019,1.7288595,-0.13272738,-0.37251064,-0.34230062,1.3889387,0.37242657,0.029478908,0.025580049,1.5355968,-0.08747482,0.18934274,-0.17954654,-0.6476866,0.19486293,-0.19736563,-0.06565064,-0.48815796,-0.29326206,0.002602458,-0.48576394,1.1804123,1.5975246,1.0565003,0.6863813
66,2,1.1081529,1.0756872,-1.5057869,0.80380607,-0.48909733,1.7087038,1.0621959,-1.0823252,-0.63742197,1.1678696,-1.1501179,0.25692362,-0.24272698,-0.22655648,0.33344373,-0.6415917,-0.09247121,-0.05677274,-0.08184084,0.4815305,0.093612954,1.1620848,1.2408737,1.1742183,0.8153871
67,0,0.38927323,0.8652497,-0.0066359565,0.07013932,0.049664766,0.33505112,1.0742414,-0.0016315877,0.2594896,0.39565423,0.1316267,0.81483537,0.9482973,0.7295295,0.37249878,0.97681606,0.1398391,0.10626735,0.29001284,0.41985726,0.086025394,0.9836723,0.13103473,0.65724415,0.24705105
68,0,0.6221488,0.24933614,0.1907973,0.7725043,0.6138974,1.3220392,0.62651515,0.23711768,-0.2012008,1.1112407,0.3106032,0.22384655,0.9877722,1.0951905,0.78818107,0.99948514,0.55461514,0.5215945,0.31245893,1.0441144,0.31242797,0.192112,0.4723084,0.833599,0.41632837
69,2,0.04896094,0.5001976,0.12398426,0.09194744,-0.038634256,0.37570828,1.2686135,0.172651,0.19036463,0.03893359,0.44317162,-0.1758352,-0.0072595477,0.15459047,0.75937283,-0.08321737,0.4477719,0.11140905,0.5859993,0.93823177,-0.36980683,0.23078044,0.798372,0.02643694,0.4329521
70,0,0.7249272,0.8930485,0.47864994,0.6484157,-0.093447,1.092832,0.7750784,-0.101262674,0.65106595,0.75364256,0.19593012,0.94454855,0.24483594,0.93808776,1.2059661,0.9711685,0.13029629,0.46359003,0.5380942,0.20649199,-0.23771918,1.1649343,1.0429435,1.063474,0.5347618
71,3,-0.21866709,-0.17705697,0.23209152,1.501977,0.6395888,0.20654444,1.5815197,0.28916734,0.41928175,0.28711784,0.92347276,-0.06998412,0.7390146,0.31846076,0.27280706,0.005521953,0.50365424,0.73152244,0.6985183,0.36687678,0.2514475,0.47894913,0.2245639,-0.10803121,-0.14171973
72,0,0.7367238,1.2222395,0.21564373,0.43402308,0.36306894,0.51416373,0.87586176,0.48056734,0.14009234,0.98666257,0.6566515,0.59682405,-0.17391211,1.1338369,0.81479603,1.3578668,0.8540828,-0.26202285,0.56983155,0.123923585,0.20104274,0.3907083,0.77622217,1.0414004,0.56925154
73,0,0.1494703,0.19989873,-7.803738e-05,0.32335308,0.024715826,0.8216334,1.8759798,0.6403116,0.39718542,0.038408354,0.69306254,-0.09385577,0.01274237,0.09786762,0.9120369,0.50043845,0.7152072,0.5942496,0.5287461,1.0965183,-0.11966686,0.25372365,0.44634214,0.12342882,0.65630454
74,3,-0.0037895516,0.15610407,0.14823043,0.9526237,0.97618407,1.2176788,0.6833787,0.0387479,0.21634522,0.9125798,0.26126638,0.7341207,0.49967498,0.2761795,0.08205045,0.8818039,0.6011058,0.9239735,0.60209346,0.7424327,0.7616466,0.47236013,0.43692723,0.28220576,0.008988202
75,2,0.068687305,0.60728383,0.8307773,0.7981384,0.57105166,0.8421354,0.56456876,0.33925834,0.6502483,0.14376299,0.27663195,0.8055583,0.7869674,0.36901373,0.1991677,0.094900325,0.70321786,0.4559428,0.71467483,0.9988746,0.26593992,0.49611437,0.015953876,0.68887436,0.14307635
76,0,0.37056085,0.97771245,0.62673163,0.23401454,-0.24203637,0.6013336,0.40763223,0.7791205,0.07031265,0.7598363,0.44856715,0.22947758,0.7512233,-0.14601083,0.9536214,0.8840033,0.82145345,-0.24035157,0.6250307,0.23622514,0.17356601,1.0963628,0.22306249,0.41981286,0.8448243
77,1,-0.50372535,-0.08998865,0.4378228,1.1166298,0.6130327,0.10507226,0.68010086,0.58805186,0.5358214,-0.3359742,0.73226583,0.07325831,0.62326527,0.558676,0.3137094,0.07187408,0.48865625,1.0515947,0.52362126,1.3584847,0.34090906,-0.07963969,0.2877245,-0.01556851,-0.16720082
78,0,-0.019297123,0.056398995,0.7000239,0.41355908,0.072129786,0.3925621,0.3116897,0.09490337,0.672655,0.5354161,0.4665184,0.33615494,0.42318934,0.544685,0.48478505,0.1476224,0.8488672,0.07720764,0.52937955,0.62596375,0.06326291,0.2999832,0.629048,0.09751468,0.24273555
79,0,0.5897007,1.4052862,0.17748818,0.38631487,0.79258364,0.6853641,0.518849,0.35146827,-0.032436892,1.2208661,0.6956303,0.88148636,0.11481193,0.60330725,1.0409428,0.23989663,0.06362876,0.18757021,0.5978531,-0.23376095,0.7077409,0.60385317,0.6314236,0.9944479,1.4153104
80,0,0.6921719,0.3517681,0.54579276,-0.18858558,0.645302,0.91535527,0.9643526,0.39963526,0.17962953,1.2746656,-0.17642432,0.8247743,0.45304823,0.5959799,0.27369708,1.0223796,0.22292992,0.40361106,-0.25075465,0.5374721,-0.0836955,1.1690109,0.9627708,0.8979137,1.2922271
81,0,0.35199267,0.44534647,0.31822947,0.3032912,0.42905116,0.21963614,0.73724043,1.0845861,0.5716558,0.57120836,0.27100912,0.55919695,0.545533,0.32689172,0.69175804,0.10552755,0.4132926,0.1671842,0.37336722,0.117753044,0.42367497,0.33388197,0.5047679,0.5068679,0.0085660145
82,2,-1.2424873,-0.992556,1.6051047,1.6952066,1.0999844,0.067204654,-1.1268998,1.5131075,1.418263,-1.4094523,1.9050322,1.823957,1.3432078,1.3587257,-0.53636026,-0.9868157,1.6386542,2.4619489,1.446573,1.6628401,1.2725985,-1.3142056,-0.7531792,-1.531417,-0.7226027
83,0,-0.12535891,0.054866657,0.6615308,0.43787587,0.4226781,0.490027,1.0074652,0.6125638,0.5391797,0.22771859,0.5564732,-0.09174676,0.20814052,0.30946225,0.8968934,0.17893685,0.24532327,0.38468736,0.49806654,0.48532075,0.0032085776,0.44866854,0.4833626,0.32550555,0.4027747
84,0,0.2419892,0.06867675,0.5177568,0.24252933,0.0980497,0.27105293,1.2246209,1.1656985,0.49937642,0.15956455,0.3341781,-0.03368607,-0.082337745,0.20840614,0.5549806,0.27518642,0.46441397,0.12446377,0.29615766,0.48994774,0.052633464,0.80580693,0.20436344,0.099475764,0.17448121
85,0,-2.4018004,-2.3264968,2.9750266,4.016642,2.223939,-2.1960628,2.4148004,3.6631355,3.1696982,-1.4501973,2.6235173,-0.06790978,3.3093061,2.6973305,1.6155301,0.69119644,2.1666386,3.522908,2.486143,3.411431,4.803565,0.0586586,-1.8256159,-1.8341155,-0.05595231
86,0,0.15834245,0.086489394,0.7588353,0.4981455,0.1502361,0.63615894,0.0011145081,0.6042868,0.24977519,0.383313,-0.002831079,0.63724184,0.48297775,0.46904302,-0.050654244,0.26981562,0.4776879,0.92527074,0.38228017,0.32728535,0.5893894,0.70920426,0.11342344,0.5198914,-0.110961065
87,2,0.24977383,0.7863803,0.22245419,0.11537976,0.80832046,1.0941343,0.66424656,0.46836275,0.6362711,0.78885335,-0.14266926,0.8495682,0.12685138,0.2734624,0.42922103,0.9477728,0.88430095,0.0056778435,0.43975002,0.638347,0.72253305,0.6301882,0.2902123,0.66941667,0.82171434
